Covariance matrix for T-Us fit,,,
,A,B,C
A,8.01E+06,-1.15E+06,3.98E+04
B,-1.15E+06,1.67E+05,-5.91E+03
C,3.98E+04,-5.91E+03,2.15E+02
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
