273,0.001524617,2.62943E-05
273.5,0.001524617,2.62943E-05
274,0.001524617,2.62943E-05
274.5,0.001524617,2.62943E-05
275,0.001524617,2.62943E-05
275.5,0.001524617,2.62943E-05
276,0.001524617,2.62943E-05
276.5,0.001524617,2.62943E-05
277,0.001524617,2.62943E-05
277.5,0.001524617,2.62943E-05
278,0.001524617,2.62943E-05
278.5,0.001524617,2.62943E-05
279,0.229463688,0.020651162
279.5,0.484322103,0.04148954
280,0.424326008,0.002145879
280.5,0.425930295,0.014977638
281,0.47243539,0.019907822
281.5,0.413859977,0.029547319
282,0.407615183,0.072577443
282.5,0.410041276,0.091407198
283,0.434037632,0.104066071
283.5,0.466841068,0.093292238
284,0.466684888,0.068109644
284.5,0.45387011,0.08110377
285,0.44627445,0.120391819
285.5,0.45415988,0.16332071
286,0.455540867,0.177626791
286.5,0.45009566,0.153398549
287,0.430679384,0.082320671
287.5,0.412659806,0.031790224
288,0.417466998,0.020037716
288.5,0.441293136,0.033286502
289,0.47894569,0.053629232
289.5,0.508325989,0.091366836
290,0.519821229,0.126877312
290.5,0.531230292,0.179794494
291,0.532098022,0.222084959
291.5,0.538959263,0.212534469
292,0.537071899,0.175745301
292.5,0.509589004,0.131767003
293,0.48773269,0.10388188
293.5,0.472378681,0.091113359
294,0.453072661,0.091157665
294.5,0.459153373,0.098926453
295,0.485641176,0.117664572
295.5,0.529252473,0.133399617
296,0.575721032,0.149022255
296.5,0.579307973,0.147790629
297,0.557465417,0.137410947
297.5,0.525854157,0.118498233
298,0.512665384,0.085470073
298.5,0.51689852,0.04868945
299,0.522015655,0.030453289
299.5,0.536298063,0.038277295
300,0.558189238,0.053411384
300.5,0.568908783,0.080285228
301,0.576177581,0.107390593
301.5,0.566849435,0.113707935
302,0.550872936,0.124211463
302.5,0.552355161,0.13169614
303,0.547050145,0.120189615
303.5,0.536251859,0.122191533
304,0.522936933,0.133754196
304.5,0.499580358,0.147558187
305,0.503426856,0.185265027
305.5,0.504215101,0.192705398
306,0.502396902,0.176311417
306.5,0.496246467,0.146314992
307,0.483374145,0.104022291
307.5,0.485049271,0.094102103
308,0.498740146,0.094316664
308.5,0.525224881,0.09944077
309,0.548219731,0.108212685
309.5,0.556204633,0.111411652
310,0.535551837,0.106420465
310.5,0.50208324,0.090439962
311,0.472548806,0.075486646
311.5,0.458530139,0.079685849
312,0.470040904,0.096667376
312.5,0.489528112,0.111447412
313,0.509912242,0.131244404
313.5,0.519144634,0.127965108
314,0.506647888,0.111548645
314.5,0.502132976,0.097091504
315,0.50933298,0.087934902
315.5,0.537269169,0.092555865
316,0.568400733,0.101802262
316.5,0.576470698,0.122820493
317,0.573517589,0.155128321
317.5,0.561442715,0.178795704
318,0.554963651,0.19465854
318.5,0.542233843,0.171544258
319,0.542994292,0.130683151
319.5,0.558777703,0.114581958
320,0.578916127,0.112072822
320.5,0.587536163,0.125285717
321,0.582975513,0.140879825
321.5,0.587022349,0.149669884
322,0.601609772,0.153090511
322.5,0.627787632,0.164170148
323,0.645188718,0.159770583
323.5,0.65511918,0.162313243
324,0.666877603,0.163820302
324.5,0.672076454,0.159479767
325,0.678125093,0.146735438
325.5,0.681421705,0.1374684
326,0.691332274,0.128865162
326.5,0.717246765,0.122661413
327,0.742437621,0.136839177
327.5,0.77702207,0.148753658
328,0.80500595,0.149182387
328.5,0.816569705,0.147560159
329,0.830177283,0.129276405
329.5,0.841567567,0.112840748
330,0.84754611,0.114948763
330.5,0.858209598,0.120295844
331,0.860192901,0.132855325
331.5,0.864709021,0.150104266
332,0.872982393,0.1734974
332.5,0.883490815,0.20859203
333,0.886136955,0.220235943
333.5,0.880860758,0.224445795
334,0.868092091,0.196825192
334.5,0.859611316,0.160870868
335,0.851980887,0.146629472
335.5,0.846061282,0.138982032
336,0.850446229,0.156045467
336.5,0.852089469,0.171595663
337,0.859170571,0.18312204
337.5,0.863451584,0.186364918
338,0.863481798,0.174842617
338.5,0.866368716,0.163143223
339,0.873448516,0.167447603
339.5,0.88062249,0.183556685
340,0.873074334,0.199185501
340.5,0.855947029,0.206165985
341,0.838623011,0.195637872
341.5,0.822668638,0.185726229
342,0.819091087,0.176556217
342.5,0.817228916,0.175392299
343,0.816029209,0.175037458
343.5,0.814330563,0.167204118
344,0.799394151,0.163971494
344.5,0.782347259,0.168786773
345,0.765814462,0.176650614
345.5,0.754592723,0.186999006
346,0.75439601,0.190703612
346.5,0.755080228,0.172822161
347,0.750130336,0.153000322
347.5,0.752004407,0.144937564
348,0.75520071,0.139064202
348.5,0.758510338,0.147216361
349,0.761357281,0.157397783
349.5,0.758124349,0.159023561
350,0.752994943,0.17230114
350.5,0.741267384,0.17614103
351,0.72826863,0.17045186
351.5,0.715351406,0.160959086
352,0.709328983,0.153762594
352.5,0.710203685,0.144712484
353,0.711851294,0.151046654
353.5,0.710233155,0.156084908
354,0.711470326,0.166971544
354.5,0.712842574,0.178496475
355,0.712222129,0.173721427
355.5,0.7100066,0.167819405
356,0.701307824,0.153430234
356.5,0.697140971,0.15105165
357,0.698957683,0.156666538
357.5,0.701442529,0.162864241
358,0.699826714,0.172591429
358.5,0.686991856,0.170882561
359,0.674298583,0.168798868
359.5,0.669295144,0.165748333
360,0.670117507,0.169190259
360.5,0.674696378,0.169851298
361,0.670267738,0.165398618
361.5,0.656796166,0.150840901
362,0.650655213,0.143157307
362.5,0.647226685,0.145081525
363,0.650490852,0.145310286
363.5,0.653256173,0.156632882
364,0.644407631,0.161115274
364.5,0.63557452,0.165619491
365,0.62729585,0.17254778
365.5,0.625088223,0.164910464
366,0.631766232,0.159743894
366.5,0.642337498,0.156164317
367,0.658542875,0.165131731
367.5,0.669231649,0.176946688
368,0.665680872,0.179720344
368.5,0.65882465,0.179246389
369,0.652072828,0.179388641
369.5,0.650273873,0.180252278
370,0.65274366,0.184703512
370.5,0.655971107,0.183325558
371,0.659391362,0.181325744
371.5,0.662145712,0.18607292
372,0.66341821,0.190449609
372.5,0.658922728,0.191503879
373,0.649885468,0.188243647
373.5,0.643438383,0.18660183
374,0.634056225,0.184003951
