30744,,30747,,30750,,31844,,31849,,31854,,31859,
R (%),Us (km/s),R (%),Us (km/s),R (%),Us (km/s),R (%),Us (km/s),R (%),Us (km/s),R (%),Us (km/s),R (%),Us (km/s)
1.6650407,14.776835,4.1502829,16.323866,0.10523641,10.297875,0.60011339,13.332378,0.1187901,10.024154,0.189795,12.016619,0.28960159,12.112146
1.6530461,14.790862,3.8342183,16.419678,0.1525044,10.590019,0.52224064,13.439468,0.11087889,10.165757,0.18305722,12.017405,0.3537052,12.21145
1.4695592,14.794092,3.7340775,16.470259,0.12196091,10.79714,0.57784373,13.460301,0.15080912,10.254567,0.22180906,12.018195,0.4188787,12.266107
1.619406,14.819239,4.1392403,16.478144,0.13022566,10.857124,0.6145522,13.462101,0.10916326,10.354778,0.22054331,12.018991,0.31983155,12.365142
1.3031032,14.84211,3.8305235,16.496527,0.1524079,10.859837,0.56367713,13.475793,0.10786922,10.500626,0.20329316,12.019794,0.2870948,12.406715
1.2963928,14.852061,3.8901784,16.498899,0.1586335,10.888655,0.47508138,13.503442,0.13469861,10.504947,0.19392493,12.020601,0.35318121,12.522989
1.333405,14.919602,3.9843256,16.561529,0.1637359,10.895431,0.64381129,13.505513,0.14487818,10.55187,0.19443564,12.021414,0.52641863,12.586831
1.3602204,14.949852,4.2472806,16.584639,0.11809979,10.916763,0.52828389,13.516415,0.16010511,10.569092,0.23850025,12.022233,0.35236999,12.602171
1.7940421,14.95506,3.9434931,16.612453,0.14908695,10.953204,0.52988607,13.521947,0.10479251,10.574398,0.25424471,12.023057,0.2657913,12.616316
1.7807239,14.966402,4.0419016,16.61952,0.13872527,10.969932,0.60836267,13.523089,0.13893168,10.594357,0.24320273,12.023887,0.29372501,12.627127
1.301205,14.969686,4.2151146,16.672876,0.16799031,11.007866,0.51541799,13.530049,0.16894133,10.716034,0.20809095,12.024723,0.29138634,12.627872
1.3203129,14.969822,5.0888186,16.676888,0.12077805,11.055984,0.55406117,13.532932,0.15834713,10.732822,0.24695672,12.025563,0.52713174,12.663111
1.74551,15.001031,4.1094847,16.70462,0.1246128,11.062017,0.8017965,13.543517,0.16862084,10.762022,0.17672637,12.02641,0.43055454,12.670825
2.2233889,15.010046,4.5179019,16.705948,0.095569544,11.064188,0.52450967,13.557872,0.10797818,10.765982,0.20228574,12.027263,0.30386409,12.675008
1.6968551,15.02427,4.7694359,16.72698,0.10650461,11.07613,0.7510854,13.572562,0.1293862,10.795632,0.21278352,12.02812,0.27577752,12.689229
1.2258924,15.039529,4.6702647,16.738104,0.10563268,11.086828,0.53479981,13.577884,0.088942997,10.802599,0.20666246,12.028983,0.38238832,12.692925
1.9427603,15.04825,5.1732163,16.739634,0.13858259,11.100404,0.56464267,13.579566,0.13596725,10.810282,0.22012888,12.029852,0.22415461,12.716518
1.4479358,15.05366,4.5936933,16.761761,0.16325991,11.12081,0.59973139,13.579929,0.16045529,10.82534,0.20330834,12.030726,0.53310621,12.719086
2.2682917,15.055135,4.9034472,16.771801,0.10689631,11.151352,0.69817358,13.581343,0.1376878,10.832527,0.19284366,12.031606,0.50038379,12.719978
2.1519113,15.066354,4.6386385,16.775648,0.13771753,11.160031,0.48823336,13.597344,0.11869612,10.87965,0.2407545,12.032492,0.38646045,12.720803
1.3132451,15.076029,4.8521709,16.801779,0.14106721,11.169945,0.49185893,13.6071,0.13453105,10.879869,0.24257244,12.033382,0.38303,12.723538
1.7502035,15.101184,4.3187613,16.846359,0.15382466,11.175587,0.55357099,13.615277,0.14629655,10.880313,0.20711111,12.034279,0.47620201,12.732104
1.9646496,15.106344,4.5415325,16.850307,0.12885712,11.179862,0.5935185,13.620056,0.11292076,10.917658,0.21675242,12.035181,0.28540102,12.73424
1.7826945,15.110388,4.5225863,16.852974,0.11615305,11.222097,0.61000246,13.630346,0.17843096,10.936569,0.20607448,12.036089,0.38431239,12.774112
1.7523961,15.12606,4.9674215,16.899204,0.12168868,11.25048,0.59054929,13.637376,0.15512758,10.94375,0.21221034,12.037002,0.31235912,12.801227
1.8431033,15.141998,5.9193821,16.903902,0.12856303,11.259669,0.60929805,13.637818,0.14956412,10.956963,0.1961472,12.037921,0.35381541,12.802365
1.7448393,15.162214,4.8709617,16.915527,0.20342469,11.273692,0.53933585,13.653236,0.1148009,10.988399,0.23989768,12.038846,0.28492415,12.813305
1.7381667,15.177327,5.9127421,16.941235,0.1590509,11.281709,0.56377554,13.668914,0.09584301,11.030127,0.26821581,12.039778,0.33123618,12.818928
2.1015456,15.182698,4.8121181,16.966892,0.14860131,11.293734,0.56324762,13.675625,0.15925917,11.031402,0.18057561,12.040714,0.4867053,12.822143
1.8061922,15.198264,4.5342197,16.985077,0.12777437,11.295452,0.68781483,13.681818,0.12348394,11.03925,0.24892782,12.041657,0.35472414,12.840053
2.3626468,15.248906,5.6255727,17.013235,0.1191318,11.311125,0.59889209,13.691723,0.14442174,11.111535,0.22953926,12.042606,0.20324755,12.842888
1.8921826,15.261742,4.6471972,17.015306,0.18107717,11.338519,0.67461097,13.71265,0.109731,11.113586,0.19769543,12.043562,0.41525969,12.84442
1.9861115,15.262103,5.3872976,17.074486,0.14217636,11.339433,0.42710447,13.713732,0.13146707,11.17764,0.20970388,12.044523,0.25747266,12.851816
